first_date_of_quarter,client_name,country_code,industry_name_level_1,industry_name_level_2,industry_code,industry_name,NAICS 2 Digit,NAICS 3 Digit,NAICS 4 Digit,gdp_naics_2,gdp_naics_3,gdp_naics_4
2020-07-01,BAXTER SALES & DISTRIBUTION LLC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,BCBMM LLC,US,Not Assigned,Not Assigned,53119,Lessors of Other Real Estate Property,53,531,5311,520.2,520.2,
2020-07-01,BEANCUBE INC,US,Cons Retail & Health,Consumer Durables & Apparel,54161,Management Consulting Services,54,541,5416,988.4,988.4,
2020-07-01,BEAR CANYON FARMS INC,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,39.9,,
2020-07-01,BECTON DICKINSON & CO,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,63.1,105.7,
2020-07-01,BELLPORT FORTUNE LLC,US,Cons Retail & Health,Retailing & Services,53139,Other Activities Related to Real Estate,53,531,5313,520.2,520.2,
2020-07-01,BENEFIT COSMETICS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,42421,Drugs and Druggists' Sundries Merchant Wholesalers,42,424,4242,1275.8,,
2020-07-01,BENFAY BAKERY LLC,US,Cons Retail & Health,Retailing & Services,31181,Bread and Bakery Product Manufacturing,31,311,3118,296.6,296.6,
2020-07-01,BENVA BAKERY LLC,US,Cons Retail & Health,Retailing & Services,31181,Bread and Bakery Product Manufacturing,31,311,3118,296.6,296.6,
2020-07-01,BERNARD NACHT & CO INC,US,Not Assigned,Not Assigned,42394,Jewelry Watch Precious Stone and Precious Metal Merchant Who,42,423,4239,1275.8,,
2020-07-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,246.6,,
2020-07-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,246.6,,
2020-07-01,BEST VALUE FOOD PRODUCTS LLC,US,Not Assigned,Not Assigned,42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,BEVERAGE MARKETING USA INC,US,Cons Retail & Health,Food Beverage & Tobacco,31211,Soft Drink and Ice Manufacturing,31,312,3121,296.6,,
2020-07-01,BEVERLY GLEN LABORATORIES INC,US,Not Assigned,Not Assigned,32562,Toilet Preparation Manufacturing,32,325,3256,81.9,397.7,
2020-07-01,BEYOND INC,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1275.8,,
2020-07-01,BIO-NUTRITIONAL RESEARCH GROUP INC,US,Not Assigned,Not Assigned,31151,Dairy Product (except Frozen) Manufacturing,31,311,3115,296.6,296.6,
2020-07-01,BIO-RAD LABORATORIES INC,US,Cons Retail & Health,Health Care Equipment & Services,33451,Navigational Measuring Electromedical and Control Instrument,33,334,3345,63.1,323.1,
2020-07-01,BIO-TECHNE CORP,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,BIOMARIN PHARMACEUTICAL INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,BIOMET INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,63.1,105.7,
2020-07-01,BLUE DONUTS REALTY LLC,US,Real Estate,Commercial Real Estate,53139,Other Activities Related to Real Estate,53,531,5313,520.2,520.2,
2020-07-01,BOMAN HOLDING LLC,US,Not Assigned,Not Assigned,42322,Home Furnishing Merchant Wholesalers,42,423,4232,1275.8,,
2020-07-01,BOSTON SCIENTIFIC CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,63.1,105.7,
2020-07-01,BPL PLASMA INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,BRAINCARE LLC,US,Cons Retail & Health,Health Care Equipment & Services,62199,All Other Ambulatory Health Care Services,62,621,6219,773.5,773.5,
2020-07-01,BRANDT INC,US,Power Chemicals Metals & Mining,Chemicals,32531,Fertilizer and Compost Manufacturing,32,325,3253,81.9,397.7,
2020-07-01,BRIGHTREE LLC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,63.1,105.7,
2020-07-01,BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,BROTHERS MAIL ORDER INDUSTRIES INC,US,Not Assigned,Not Assigned,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,45,454,4541,675.5,,
2020-07-01,BROWN-FORMAN CORP,US,Cons Retail & Health,Food Beverage & Tobacco,31214,Distilleries,31,312,3121,296.6,,
2020-07-01,BULGARI CORP OF AMERICA,US,Cons Retail & Health,Consumer Durables & Apparel,33991,Jewelry and Silverware Manufacturing,33,339,3399,63.1,105.7,
2020-07-01,BUTOKUDEN INC,US,Cons Retail & Health,Consumer Durables & Apparel,71399,All Other Amusement and Recreation Industries,71,713,7139,76.3,74.5,
2020-07-01,CALAVO GROWERS INC,US,Not Assigned,Not Assigned,42448,Fresh Fruit and Vegetable Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,CALPHIN SWIM ACADEMY,US,Not Assigned,Not Assigned,71394,Fitness and Recreational Sports Centers,71,713,7139,76.3,74.5,
2020-07-01,CAMELOT STADIUM LLC,US,Cons Retail & Health,Retailing & Services,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,520.2,520.2,
2020-07-01,CAMLIN REALTY LLC,US,Not Assigned,Not Assigned,53121,Offices of Real Estate Agents and Brokers,53,531,5312,520.2,520.2,
2020-07-01,CARGILL INC,US,Cons Retail & Health,Food Beverage & Tobacco,31199,All Other Food Manufacturing,31,311,3119,296.6,296.6,
2020-07-01,CARILLON DIALYSIS LLC,US,Not Assigned,Not Assigned,56149,Other Business Support Services,56,561,5614,656.2,594.9,
2020-07-01,CARLTON POOLS INC,US,Transp & Indust,Capital Goods,23899,All Other Specialty Trade Contractors,23,238,2389,898.2,,
2020-07-01,CATO RESEARCH LLC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,988.4,988.4,
2020-07-01,CCC&D HOLDINGS LLC,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,CCL AVIATION INC,US,Cons Retail & Health,Retailing & Services,61151,Technical and Trade Schools,61,611,6115,250.7,,
2020-07-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,246.6,,
2020-07-01,CENTRAL CALIFORNIA HEALTHCARE HOLDINGS LLC,US,Cons Retail & Health,Health Care Equipment & Services,55111,Management of Companies and Enterprises,55,551,5511,403.7,,
2020-07-01,CERNER CORP,US,Not Assigned,Not Assigned,54151,Computer Systems Design and Related Services,54,541,5415,988.4,988.4,364.4
2020-07-01,CHARLES RIVER LABORATORIES INTERNATIONAL INC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,988.4,988.4,
2020-07-01,CHARLES RIVER NEDERLAND BV,US,Not Assigned,Not Assigned,11299,All Other Animal Production,11,112,1129,39.9,,
2020-07-01,CHEFS CHOICE CASH & CARRY FOOD DISTRIBUTOR INC,US,Not Assigned,Not Assigned,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,CHINA VITAMINS LLC,US,Real Estate,Commercial Real Estate,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,246.6,175.2,
2020-07-01,CHRISTIAN DIOR INC,US,Cons Retail & Health,Consumer Durables & Apparel,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighte,53,533,5331,520.2,245.5,
2020-07-01,CHRISTOPHER DESIGNS INC,US,Not Assigned,Not Assigned,33991,Jewelry and Silverware Manufacturing,33,339,3399,63.1,105.7,
2020-07-01,CHS INC,US,Cons Retail & Health,Food Beverage & Tobacco,42451,Grain and Field Bean Merchant Wholesalers,42,424,4245,1275.8,,
2020-07-01,CHURCH & DWIGHT CO INC,US,Cons Retail & Health,Household & Personal Products,32561,Soap and Cleaning Compound Manufacturing,32,325,3256,81.9,397.7,
2020-07-01,CLINICAL SERVICES CORPORATE OPERATIONS INC,US,Not Assigned,Not Assigned,55111,Management of Companies and Enterprises,55,551,5511,403.7,,
2020-07-01,CMB PROPERTIES LLC,US,Not Assigned,Not Assigned,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1275.8,,
2020-07-01,COALINGA FEED YARD INCORPORATED,US,Not Assigned,Not Assigned,11211,Beef Cattle Ranching and Farming including Feedlots,11,112,1121,39.9,,
2020-07-01,COCA-COLA BEVERAGES FLORIDA LLC,US,Cons Retail & Health,Food Beverage & Tobacco,31211,Soft Drink and Ice Manufacturing,31,312,3121,296.6,,
2020-07-01,COCA-COLA BOTTLING CO UNITED INC,US,Not Assigned,Not Assigned,31211,Soft Drink and Ice Manufacturing,31,312,3121,296.6,,
2020-07-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,246.6,,
2020-07-01,COLOR BRANDS LLC,US,Cons Retail & Health,Retailing & Services,42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,COMPASS INDUSTRIES INC,US,Not Assigned,Not Assigned,42391,Sporting and Recreational Goods and Supplies Merchant Wholes,42,423,4239,1275.8,,
2020-07-01,CONDOR FARMS A GENERAL PARTNERSHIP,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,39.9,,
2020-07-01,CONSTANCE 415 LLC,US,Transp & Indust,Capital Goods,23622,Commercial and Institutional Building Construction,23,236,2362,898.2,,
2020-07-01,COTTONWOOD CREEK RANCH LLC,US,Not Assigned,Not Assigned,11133,Noncitrus Fruit and Tree Nut Farming,11,111,1113,39.9,,
2020-07-01,COTTONWOOD FARMS INC,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,39.9,,
2020-07-01,COURISTAN INC,US,Not Assigned,Not Assigned,31411,Carpet and Rug Mills,31,314,3141,296.6,,
2020-07-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,246.6,,
2020-07-01,CREATIVE BEAUTY GROUP LLC,US,Not Assigned,Not Assigned,32561,Soap and Cleaning Compound Manufacturing,32,325,3256,81.9,397.7,
2020-07-01,CRISTINA FOODS INC,US,Not Assigned,Not Assigned,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,CROCS INC,US,Not Assigned,Not Assigned,31621,Footwear Manufacturing,31,316,3162,296.6,,
2020-07-01,CUISINE SOLUTIONS INC,US,Not Assigned,Not Assigned,31199,All Other Food Manufacturing,31,311,3119,296.6,296.6,
2020-07-01,DANIEL STREET HOLDINGS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,520.2,520.2,
2020-07-01,DARIK ENTERPRISES INC,US,Not Assigned,Not Assigned,42442,Packaged Frozen Food Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,DAVID MODLIN & RYAN LONDRY DDS LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,DAVID MODLIN & RYAN LONDRY II DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,DAVID PEYSER SPORTSWEAR INC,US,Cons Retail & Health,Consumer Durables & Apparel,31522,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U,31,315,3152,296.6,10.3,
2020-07-01,DB SPECIAL INSTRUMENTS INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,63.1,105.7,
2020-07-01,DECKERS OUTDOOR CORP,US,Not Assigned,Not Assigned,31621,Footwear Manufacturing,31,316,3162,296.6,,
2020-07-01,DEFINITIVE MEDIA CORP,US,Not Assigned,Not Assigned,51121,Software Publishers - DO NOT USE,51,511,5112,66.7,324.9,
2020-07-01,DELTA BRANDS INC,US,Cons Retail & Health,Household & Personal Products,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1275.8,,
2020-07-01,DENTAL EXPERTS LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,DENTAL EXPERTS PA,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,DENTCARE DELIVERY SYSTEMS INC,US,Not Assigned,Not Assigned,52429,Other Insurance Related Activities,52,524,5242,791.6,650.2,
2020-07-01,DENTSPLY SIRONA INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,63.1,105.7,
2020-07-01,DIAGEO INC,US,Cons Retail & Health,Food Beverage & Tobacco,31212,Breweries,31,312,3121,296.6,,
2020-07-01,DINE BRANDS GLOBAL INC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,526.5,414.9,
2020-07-01,DIRECT FARMS LLC,US,Not Assigned,Not Assigned,42493,Flower Nursery Stock and Florists' Supplies Merchant Wholesa,42,424,4249,1275.8,,
2020-07-01,DOJO 17 LLC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,675.5,,
2020-07-01,DOMAINE CHANDON INC,US,Cons Retail & Health,Consumer Durables & Apparel,31213,Wineries,31,312,3121,296.6,,
2020-07-01,DOWN EAST & SEAFOOD INC,US,Cons Retail & Health,Retailing & Services,31171,Seafood Product Preparation and Packaging,31,311,3117,296.6,296.6,
2020-07-01,DOWN EAST REALTY LLC,US,Cons Retail & Health,Retailing & Services,31171,Seafood Product Preparation and Packaging,31,311,3117,296.6,296.6,
2020-07-01,DOYNA LTD,US,Not Assigned,Not Assigned,42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,42,424,4248,1275.8,,
2020-07-01,DREAM ON ME INDUSTRIES INC,US,Cons Retail & Health,Consumer Durables & Apparel,33712,Household and Institutional Furniture Manufacturing,33,337,3371,63.1,31.8,
2020-07-01,DRISCOLLS INC,US,Not Assigned,Not Assigned,42448,Fresh Fruit and Vegetable Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,DRYBRANCH INC,US,Not Assigned,Not Assigned,42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,423,4239,1275.8,,
2020-07-01,DYNAMIC MARKETING INC,US,Not Assigned,Not Assigned,42511,Business to Business Electronic Markets - DO NOT USE,42,425,4251,1275.8,,
2020-07-01,E-BOGU.COM INC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,675.5,,
2020-07-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,246.6,,
2020-07-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,53131,Real Estate Property Managers,53,531,5313,520.2,520.2,
2020-07-01,EAGLE CREEK FARMS,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,39.9,,
2020-07-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,246.6,,
2020-07-01,ECO FINISH LLC,US,Transp & Indust,Capital Goods,23819,Other Foundation Structure and Building Exterior Contractors,23,238,2381,898.2,,
2020-07-01,ECOM 2000 REALTY HOLDING LLC,US,Tech Media Telecom,Technology,53121,Offices of Real Estate Agents and Brokers,53,531,5312,520.2,520.2,
2020-07-01,ECOM GROUP INC,US,Tech Media Telecom,Technology,33591,Battery Manufacturing,33,335,3359,63.1,63.1,
2020-07-01,EDPA USA INC,US,Not Assigned,Not Assigned,42431,Piece Goods Notions and Other Dry Goods Merchant Wholesalers,42,424,4243,1275.8,,
2020-07-01,EIGER BIOPHARMACEUTICALS INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,EL DORADO LAND INC,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,39.9,,
2020-07-01,ELANCO US INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,ELIXIR MEDICAL CORP,US,Not Assigned,Not Assigned,33451,Navigational Measuring Electromedical and Control Instrument,33,334,3345,63.1,323.1,
2020-07-01,EMRY INVESTMENTS LLC,US,Not Assigned,Not Assigned,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,520.2,520.2,
2020-07-01,ENDODONTIC ASSOCIATES OF ARLINGTON PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,ENDODONTIC ASSOCIATES OF FORT WORTH PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,ENDODONTIC ASSOCIATES OF HOUSTON PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,ENVISTA HOLDINGS CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,63.1,105.7,
2020-07-01,ENZO BIOCHEM INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.9,397.7,
2020-07-01,ENZO LIFE SCIENCES OVERSEAS HOLDING CO,US,Not Assigned,Not Assigned,62151,Medical and Diagnostic Laboratories,62,621,6215,773.5,773.5,
2020-07-01,ENZO REALTY II LLC,US,Not Assigned,Not Assigned,53139,Other Activities Related to Real Estate,53,531,5313,520.2,520.2,
2020-07-01,EPIC PROPERTY MANAGEMENT LLC,US,Not Assigned,Not Assigned,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1275.8,,
2020-07-01,ESTEE LAUDER INTERNATIONAL INC,US,Cons Retail & Health,Household & Personal Products,32562,Toilet Preparation Manufacturing,32,325,3256,81.9,397.7,
2020-07-01,EXICURE INC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,988.4,988.4,
2020-07-01,EYEWEAR DESIGNS LTD,US,Not Assigned,Not Assigned,42346,Ophthalmic Goods Merchant Wholesalers,42,423,4234,1275.8,,
2020-07-01,FAMILY DENTAL OF VIRGINIA LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,FAMILY SMILES LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,773.5,773.5,
2020-07-01,FANCY FOODS INC,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1275.8,,
2020-07-01,FARMACY BEAUTY LLC,US,Cons Retail & Health,Retailing & Services,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,246.6,,
2020-07-01,FASHION RIVER CO LTD,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1275.8,,
2020-07-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,246.6,,
2020-07-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,246.6,,
2020-07-01,FELMAR HOLDINGS LLC,US,Not Assigned,Not Assigned,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,520.2,520.2,
2020-07-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,246.6,,
2020-07-01,FERRIS MARKETING INC,US,Not Assigned,Not Assigned,33599,All Other Electrical Equipment and Component Manufacturing,33,335,3359,63.1,63.1,
2020-07-01,FGX INTERNATIONAL INC,US,Cons Retail & Health,Health Care Equipment & Services,42346,Ophthalmic Goods Merchant Wholesalers,42,423,4234,1275.8,,
2020-07-01,FIFTH AVENUE SURGERY CENTER LLC,US,Cons Retail & Health,Health Care Equipment & Services,62149,Other Outpatient Care Centers,62,621,6214,773.5,773.5,
2020-07-01,FIJI WATER OF CANADA LTD,US,Cons Retail & Health,Food Beverage & Tobacco,31211,Soft Drink and Ice Manufacturing,31,312,3121,296.6,,
2020-07-01,FIKES WHOLESALE INC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,246.6,,
