client_name,item_name,quarter,consumer_spend
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2015-04-01,883554
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2015-01-01,881356
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2014-10-01,876328
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2014-07-01,872315
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2014-04-01,868601
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2014-01-01,868220
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2013-10-01,863182
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2013-07-01,856714
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2013-04-01,850007
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2013-01-01,852237
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2012-10-01,849367
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2012-07-01,847435
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2012-04-01,846413
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2012-01-01,841577
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2011-10-01,836100
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2011-07-01,837225
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2011-04-01,840466
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2011-01-01,842164
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2010-10-01,841947
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2010-07-01,835789
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2010-04-01,834628
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2010-01-01,838455
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2019-10-01,994714
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2019-07-01,997859
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2019-04-01,985136
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2019-01-01,970569
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2018-10-01,972585
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2018-07-01,968444
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2018-04-01,966239
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2018-01-01,962112
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2017-10-01,959973
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2017-07-01,947756
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2017-04-01,940790
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2017-01-01,935123
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2016-10-01,926928
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2016-07-01,917396
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2016-04-01,911687
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2016-01-01,896614
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2015-10-01,887686
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2015-07-01,886629
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2015-04-01,883554
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2015-01-01,881356
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2014-10-01,876328
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2014-07-01,872315
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2014-04-01,868601
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2014-01-01,868220
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2013-10-01,863182
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2013-07-01,856714
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2013-04-01,850007
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2013-01-01,852237
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2012-10-01,849367
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2012-07-01,847435
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2012-04-01,846413
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2012-01-01,841577
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2011-10-01,836100
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2011-07-01,837225
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2011-04-01,840466
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2011-01-01,842164
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2010-10-01,841947
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2010-07-01,835789
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2010-04-01,834628
COTTONWOOD FARMS INC,Food and beverages purchased for off-premises consumption,2010-01-01,838455
COURISTAN INC,Furnishings and durable household equipment,2022-01-01,491534
COURISTAN INC,Furnishings and durable household equipment,2021-10-01,496396
COURISTAN INC,Furnishings and durable household equipment,2021-07-01,502326
COURISTAN INC,Furnishings and durable household equipment,2021-04-01,517105
COURISTAN INC,Furnishings and durable household equipment,2021-01-01,516969
COURISTAN INC,Furnishings and durable household equipment,2020-10-01,467405
COURISTAN INC,Furnishings and durable household equipment,2020-07-01,474316
COURISTAN INC,Furnishings and durable household equipment,2020-04-01,415279
COURISTAN INC,Furnishings and durable household equipment,2020-01-01,420597
COURISTAN INC,Furnishings and durable household equipment,2019-10-01,421774
COURISTAN INC,Furnishings and durable household equipment,2019-07-01,417465
COURISTAN INC,Furnishings and durable household equipment,2019-04-01,411801
COURISTAN INC,Furnishings and durable household equipment,2019-01-01,401731
COURISTAN INC,Furnishings and durable household equipment,2018-10-01,401207
COURISTAN INC,Furnishings and durable household equipment,2018-07-01,404619
COURISTAN INC,Furnishings and durable household equipment,2018-04-01,398825
COURISTAN INC,Furnishings and durable household equipment,2018-01-01,392180
COURISTAN INC,Furnishings and durable household equipment,2017-10-01,386098
COURISTAN INC,Furnishings and durable household equipment,2017-07-01,371224
COURISTAN INC,Furnishings and durable household equipment,2017-04-01,361631
COURISTAN INC,Furnishings and durable household equipment,2017-01-01,356272
COURISTAN INC,Furnishings and durable household equipment,2016-10-01,349920
COURISTAN INC,Furnishings and durable household equipment,2016-07-01,346704
COURISTAN INC,Furnishings and durable household equipment,2016-04-01,339412
COURISTAN INC,Furnishings and durable household equipment,2016-01-01,334986
COURISTAN INC,Furnishings and durable household equipment,2015-10-01,329066
COURISTAN INC,Furnishings and durable household equipment,2015-07-01,322887
COURISTAN INC,Furnishings and durable household equipment,2015-04-01,314187
COURISTAN INC,Furnishings and durable household equipment,2015-01-01,307419
COURISTAN INC,Furnishings and durable household equipment,2014-10-01,301992
COURISTAN INC,Furnishings and durable household equipment,2014-07-01,296154
COURISTAN INC,Furnishings and durable household equipment,2014-04-01,290625
COURISTAN INC,Furnishings and durable household equipment,2014-01-01,277544
COURISTAN INC,Furnishings and durable household equipment,2013-10-01,274941
COURISTAN INC,Furnishings and durable household equipment,2013-07-01,272250
COURISTAN INC,Furnishings and durable household equipment,2013-04-01,265761
COURISTAN INC,Furnishings and durable household equipment,2013-01-01,262164
COURISTAN INC,Furnishings and durable household equipment,2012-10-01,256334
COURISTAN INC,Furnishings and durable household equipment,2012-07-01,252900
COURISTAN INC,Furnishings and durable household equipment,2012-04-01,252007
COURISTAN INC,Furnishings and durable household equipment,2012-01-01,254510
COURISTAN INC,Furnishings and durable household equipment,2011-10-01,250455
COURISTAN INC,Furnishings and durable household equipment,2011-07-01,246752
COURISTAN INC,Furnishings and durable household equipment,2011-04-01,245957
COURISTAN INC,Furnishings and durable household equipment,2011-01-01,244439
COURISTAN INC,Furnishings and durable household equipment,2010-10-01,242083
COURISTAN INC,Furnishings and durable household equipment,2010-07-01,238140
COURISTAN INC,Furnishings and durable household equipment,2010-04-01,237251
COURISTAN INC,Furnishings and durable household equipment,2010-01-01,231683
CRAVINGS COMPS LLC,Other services,2022-01-01,1122954
CRAVINGS COMPS LLC,Other services,2021-10-01,1107893
CRAVINGS COMPS LLC,Other services,2021-07-01,1107199
CRAVINGS COMPS LLC,Other services,2021-04-01,1064397
CRAVINGS COMPS LLC,Other services,2021-01-01,1031817
CRAVINGS COMPS LLC,Other services,2020-10-01,1015493
CRAVINGS COMPS LLC,Other services,2020-07-01,986345
CRAVINGS COMPS LLC,Other services,2020-04-01,913366
CRAVINGS COMPS LLC,Other services,2020-01-01,1100668
CRAVINGS COMPS LLC,Other services,2019-10-01,1132570
CRAVINGS COMPS LLC,Other services,2019-07-01,1123874
CRAVINGS COMPS LLC,Other services,2019-04-01,1105081
CRAVINGS COMPS LLC,Other services,2019-01-01,1095725
CRAVINGS COMPS LLC,Other services,2018-10-01,1090586
CRAVINGS COMPS LLC,Other services,2018-07-01,1077854
CRAVINGS COMPS LLC,Other services,2018-04-01,1071347
CRAVINGS COMPS LLC,Other services,2018-01-01,1038203
CRAVINGS COMPS LLC,Other services,2017-10-01,1038901
CRAVINGS COMPS LLC,Other services,2017-07-01,1031713
CRAVINGS COMPS LLC,Other services,2017-04-01,1033811
CRAVINGS COMPS LLC,Other services,2017-01-01,1026010
CRAVINGS COMPS LLC,Other services,2016-10-01,1004128
CRAVINGS COMPS LLC,Other services,2016-07-01,1000537
CRAVINGS COMPS LLC,Other services,2016-04-01,995503
CRAVINGS COMPS LLC,Other services,2016-01-01,987341
CRAVINGS COMPS LLC,Other services,2015-10-01,972992
CRAVINGS COMPS LLC,Other services,2015-07-01,967949
CRAVINGS COMPS LLC,Other services,2015-04-01,962701
CRAVINGS COMPS LLC,Other services,2015-01-01,952709
CRAVINGS COMPS LLC,Other services,2014-10-01,962197
CRAVINGS COMPS LLC,Other services,2014-07-01,947865
CRAVINGS COMPS LLC,Other services,2014-04-01,932136
CRAVINGS COMPS LLC,Other services,2014-01-01,928792
CRAVINGS COMPS LLC,Other services,2013-10-01,918981
CRAVINGS COMPS LLC,Other services,2013-07-01,913396
CRAVINGS COMPS LLC,Other services,2013-04-01,906484
CRAVINGS COMPS LLC,Other services,2013-01-01,899555
CRAVINGS COMPS LLC,Other services,2012-10-01,918589
CRAVINGS COMPS LLC,Other services,2012-07-01,921395
CRAVINGS COMPS LLC,Other services,2012-04-01,923461
CRAVINGS COMPS LLC,Other services,2012-01-01,934050
CRAVINGS COMPS LLC,Other services,2011-10-01,927260
CRAVINGS COMPS LLC,Other services,2011-07-01,925646
CRAVINGS COMPS LLC,Other services,2011-04-01,933847
CRAVINGS COMPS LLC,Other services,2011-01-01,937902
CRAVINGS COMPS LLC,Other services,2010-10-01,924532
CRAVINGS COMPS LLC,Other services,2010-07-01,927540
CRAVINGS COMPS LLC,Other services,2010-04-01,925396
CRAVINGS COMPS LLC,Other services,2010-01-01,924215
CREATIVE BEAUTY GROUP LLC,Other durable goods,2022-01-01,348969
CREATIVE BEAUTY GROUP LLC,Other durable goods,2021-10-01,346724
CREATIVE BEAUTY GROUP LLC,Other durable goods,2021-07-01,336656
CREATIVE BEAUTY GROUP LLC,Other durable goods,2021-04-01,332601
CREATIVE BEAUTY GROUP LLC,Other durable goods,2021-01-01,316992
CREATIVE BEAUTY GROUP LLC,Other durable goods,2020-10-01,285713
CREATIVE BEAUTY GROUP LLC,Other durable goods,2020-07-01,276599
CREATIVE BEAUTY GROUP LLC,Other durable goods,2020-04-01,196890
CREATIVE BEAUTY GROUP LLC,Other durable goods,2020-01-01,248100
CREATIVE BEAUTY GROUP LLC,Other durable goods,2019-10-01,258851
CREATIVE BEAUTY GROUP LLC,Other durable goods,2019-07-01,257861
CREATIVE BEAUTY GROUP LLC,Other durable goods,2019-04-01,252659
CREATIVE BEAUTY GROUP LLC,Other durable goods,2019-01-01,252764
CREATIVE BEAUTY GROUP LLC,Other durable goods,2018-10-01,249242
CREATIVE BEAUTY GROUP LLC,Other durable goods,2018-07-01,244905
CREATIVE BEAUTY GROUP LLC,Other durable goods,2018-04-01,244718
CREATIVE BEAUTY GROUP LLC,Other durable goods,2018-01-01,239479
CREATIVE BEAUTY GROUP LLC,Other durable goods,2017-10-01,237243
CREATIVE BEAUTY GROUP LLC,Other durable goods,2017-07-01,235139
CREATIVE BEAUTY GROUP LLC,Other durable goods,2017-04-01,228999
CREATIVE BEAUTY GROUP LLC,Other durable goods,2017-01-01,227808
CREATIVE BEAUTY GROUP LLC,Other durable goods,2016-10-01,227111
CREATIVE BEAUTY GROUP LLC,Other durable goods,2016-07-01,226278
CREATIVE BEAUTY GROUP LLC,Other durable goods,2016-04-01,224060
CREATIVE BEAUTY GROUP LLC,Other durable goods,2016-01-01,225568
CREATIVE BEAUTY GROUP LLC,Other durable goods,2015-10-01,226503
CREATIVE BEAUTY GROUP LLC,Other durable goods,2015-07-01,224162
CREATIVE BEAUTY GROUP LLC,Other durable goods,2015-04-01,221752
CREATIVE BEAUTY GROUP LLC,Other durable goods,2015-01-01,217269
CREATIVE BEAUTY GROUP LLC,Other durable goods,2014-10-01,213498
CREATIVE BEAUTY GROUP LLC,Other durable goods,2014-07-01,208301
CREATIVE BEAUTY GROUP LLC,Other durable goods,2014-04-01,204710
CREATIVE BEAUTY GROUP LLC,Other durable goods,2014-01-01,199107
CREATIVE BEAUTY GROUP LLC,Other durable goods,2013-10-01,196128
CREATIVE BEAUTY GROUP LLC,Other durable goods,2013-07-01,189869
CREATIVE BEAUTY GROUP LLC,Other durable goods,2013-04-01,188227
CREATIVE BEAUTY GROUP LLC,Other durable goods,2013-01-01,188719
CREATIVE BEAUTY GROUP LLC,Other durable goods,2012-10-01,185400
CREATIVE BEAUTY GROUP LLC,Other durable goods,2012-07-01,183529
CREATIVE BEAUTY GROUP LLC,Other durable goods,2012-04-01,179862
CREATIVE BEAUTY GROUP LLC,Other durable goods,2012-01-01,178624
CREATIVE BEAUTY GROUP LLC,Other durable goods,2011-10-01,174969
CREATIVE BEAUTY GROUP LLC,Other durable goods,2011-07-01,176736
CREATIVE BEAUTY GROUP LLC,Other durable goods,2011-04-01,174527
CREATIVE BEAUTY GROUP LLC,Other durable goods,2011-01-01,172776
CREATIVE BEAUTY GROUP LLC,Other durable goods,2010-10-01,171500
CREATIVE BEAUTY GROUP LLC,Other durable goods,2010-07-01,168677
CREATIVE BEAUTY GROUP LLC,Other durable goods,2010-04-01,166041
CREATIVE BEAUTY GROUP LLC,Other durable goods,2010-01-01,165858
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2019-10-01,994714
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2019-07-01,997859
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2019-04-01,985136
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2019-01-01,970569
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2018-10-01,972585
CRISTINA FOODS INC,Food and beverages purchased for off-premises consumption,2018-07-01,968444
